f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_airconditioning,d_bathtub,d_bedlinens,d_bodysoap,d_carbonmonoxidealarm,d_coffeemaker,d_conditioner,d_cookingbasics,d_dedicatedworkspace,d_dishesandsilverware,d_dryer,d_elevator,d_essentials,d_ethernetconnection,d_extrapillowsandblankets,d_fireextingr,d_firstaidkit,d_hairdryer,d_hangers,d_heating,d_hotthampoo,d_hotwater,d_iron,d_keypad,d_kitchen,d_ledropoffallowed,d_lockonbedroomdoor,d_lockbox,d_longtermstaysallowed,d_microwave,d_oven,d_paidparkingoffpremises,d_patioorbalcony,d_privateentrance,d_refrigerator,d_roomdarkeningshades,d_shampoo,d_showergel,d_singlelevelhome,d_smartlock,d_smokealarm,d_washer,d_stove_gas_or_elect,d_tv,d_wifi,price,price_day,id,usd_price_day,ln_usd_price_day,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,ln_number_of_reviews,f_number_of_reviews,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month,flag_n_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating
Apartment,Private room,Private,Sumida Ku,3,97,30,1.53,1,3,589,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,"$1,993.00",1993,33457035,19.1328,2.951404139704448,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.4339872044851463,2,1,0,0,0,0,6.380122536899765,40.70596358585629,259.70903566034286,346921,204336469,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Nakano Ku,6,98,26,1.26,1,4,620,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,"$8,000.00",8000,33459831,76.8,4.341204640153626,36,1.791759469228055,3.210401995568401,1.791759469228055,3.295836866004329,2,1,0,0,0,0,6.431331081933479,41.36201948544365,266.01284152827196,384400,238328000,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,95,30,1.48,2,4,606,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,"$13,800.00",13800,33481167,132.48,4.886431690636949,36,1.791759469228055,3.210401995568401,1.791759469228055,3.4339872044851463,2,2,0,0,0,0,6.408528791059498,41.069241265838514,263.19341507909496,367236,222545016,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,94,47,2.26,2,5,622,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,"$12,500.00",12500,33505577,119.99999999999999,4.787491742782046,36,1.791759469228055,3.210401995568401,1.791759469228055,3.871201010907891,2,2,0,0,0,0,6.434546518787453,41.40338890243973,266.41203192819665,386884,240641848,4.543294782270004
Apartment,Private room,Private,Sumida Ku,2,96,9,0.44,4,1,615,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,"$6,286.00",6286,33533704,60.3456,4.100088036849167,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,2.302585092994046,2,3,0,0,0,0,6.423246963533519,41.25810155454258,265.01097553137316,378225,232608375,4.564348191467836
Apartment,Entire home/apt,Entire/Apt,Minato Ku,3,97,24,1.17,30,2,613,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,"$9,200.00",9200,33535899,88.32,4.480966582528785,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.2188758248682006,2,3,0,0,0,0,6.419994928147142,41.21633487743503,264.6086608699471,375769,230346397,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Minato Ku,3,98,22,1.12,30,2,587,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,"$11,500.00",11500,33536311,110.39999999999999,4.7041101338429945,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.1354942159291497,2,3,0,0,0,0,6.376726947898627,40.66264656805654,259.29459414340374,344569,202262003,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,2,100,1,0.06,1,2,487,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,"$6,268.00",6268,33537403,60.172799999999995,4.097220422967565,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,0.6931471805599453,2,1,0,0,0,0,6.1903154058531475,38.32000482394282,237.21291621402017,237169,115501303,4.605170185988092
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,3,90,4,0.21,1,2,582,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,"$8,357.00",8357,33538724,80.2272,4.38486260949309,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1.6094379124341003,2,1,0,0,0,0,6.368187186350492,40.5538080403986,258.25424072058394,338724,197137368,4.499809670330265
Apartment,Entire home/apt,Entire/Apt,Shinjuku Ku,3,83,8,0.39,2,2,610,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,"$15,000.00",15000,33539404,144,4.969813299576001,9,1.0986122886681098,1.206948960812582,1.0986122886681098,2.1972245773362196,2,2,0,0,0,0,6.415096959171596,41.15346899557265,264.00349381286065,372100,226981000,4.418840607796598
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,4,60,3,0.16,1,2,554,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,"$8,357.00",8357,33560370,80.2272,4.38486260949309,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1.3862943611198906,2,1,0,0,0,0,6.318968113746434,39.92935802254417,252.312340146822,306916,170031464,4.0943445622221
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,4,80,4,0.21,1,2,584,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,"$7,104.00",7104,33561944,68.19839999999999,4.22242110416366,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1.6094379124341003,2,1,0,0,0,0,6.371611847231857,40.59743753178535,258.6711139447788,341056,199176704,4.382026634673881
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,3,100,4,0.21,1,2,579,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,"$7,104.00",7104,33562900,68.19839999999999,4.22242110416366,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1.6094379124341003,2,1,0,0,0,0,6.363028103540465,40.488126646445764,257.62708771103996,335241,194104539,4.605170185988092
Apartment,Entire home/apt,Entire/Apt,Taito Ku,3,92,13,0.63,5,2,622,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,"$5,000.00",5000,33570463,47.99999999999999,3.8712010109078907,9,1.0986122886681098,1.206948960812582,1.0986122886681098,2.6390573296152584,2,3,0,0,0,0,6.434546518787453,41.40338890243973,266.41203192819665,386884,240641848,4.5217885770490405
Apartment,Entire home/apt,Entire/Apt,Shibuya Ku,6,95,0,1.02,1,3,574,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$12,971.00",12971,33591230,124.52159999999999,4.8244791948323265,36,1.791759469228055,3.210401995568401,1.791759469228055,0,1,1,1,1,1,1,6.354370040797351,40.37801861538293,256.57687179634695,329476,189119224,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,2,93,3,0.16,1,2,574,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"$3,500.00",3500,33593558,33.599999999999994,3.5145260669691583,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1.3862943611198906,2,1,0,0,0,0,6.354370040797351,40.37801861538293,256.57687179634695,329476,189119224,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,97,14,0.71,5,2,588,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,"$13,000.00",13000,33604877,124.79999999999998,4.826712455935327,36,1.791759469228055,3.210401995568401,1.791759469228055,2.70805020110221,2,3,0,0,0,0,6.3784261836515865,40.684320580292145,259.5019356534105,345744,203297472,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,4,91,11,0.54,2,2,605,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,"$8,126.00",8126,33621386,78.00959999999999,4.356831896039325,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.4849066497880004,2,2,0,0,0,0,6.406879986069314,41.04811115589553,262.99032183065566,366025,221445125,4.51085950651685
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,5,88,13,0.65,3,3,599,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,"$7,314.00",7314,33622069,70.2144,4.25155341820098,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,2.6390573296152584,2,3,0,0,0,0,6.396929655216146,40.920709013783764,261.76689700274403,358801,214921799,4.477336814478207
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,4,84,5,0.24,15,2,625,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,"$8,919.00",8919,33622178,85.6224,4.449946931157861,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1.791759469228055,2,3,0,0,0,0,6.439350371100098,41.46523320178697,267.00916480567906,390625,244140625,4.430816798843313
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,4,87,11,0.52,15,2,630,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,"$8,919.00",8919,33622481,85.6224,4.449946931157861,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.4849066497880004,2,3,0,0,0,0,6.447305862541213,41.56775288515829,268.00001686914544,396900,250047000,4.465908118654584
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,6,94,7,0.36,1,3,585,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,"$6,566.00",6566,33622776,63.03359999999999,4.143667917553191,36,1.791759469228055,3.210401995568401,1.791759469228055,2.0794415416798357,2,1,0,0,0,0,6.373319789577012,40.61920514021397,258.879183957014,342225,200201625,4.543294782270004
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,4,86,10,0.48,15,2,623,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,"$8,919.00",8919,33623080,85.6224,4.449946931157861,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.3978952727983707,2,3,0,0,0,0,6.436150368369428,41.424031564261924,266.6112960116712,388129,241804367,4.454347296253507
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,5,89,15,0.72,2,3,623,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,"$8,500.00",8500,33623487,81.6,4.401829261970061,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,2.772588722239781,2,2,0,0,0,0,6.436150368369428,41.424031564261924,266.6112960116712,388129,241804367,4.48863636973214
Apartment,Entire home/apt,Entire/Apt,Shinjuku Ku,4,91,19,0.97,3,2,587,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,"$20,000.00",20000,33634457,191.99999999999997,5.2574953720277815,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.995732273553991,2,3,0,0,0,0,6.376726947898627,40.66264656805654,259.29459414340374,344569,202262003,4.51085950651685
Apartment,Entire home/apt,Entire/Apt,Kita Ku,4,88,15,0.78,1,2,579,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,"$4,107.00",4107,33644699,39.4272,3.674455933448212,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.772588722239781,2,1,0,0,0,0,6.363028103540465,40.488126646445764,257.62708771103996,335241,194104539,4.477336814478207
Apartment,Entire home/apt,Entire/Apt,Minato Ku,6,96,36,1.78,3,3,605,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,"$9,433.00",9433,33645833,90.5568,4.505977278141507,36,1.791759469228055,3.210401995568401,1.791759469228055,3.6109179126442243,2,3,0,0,0,0,6.406879986069314,41.04811115589553,262.99032183065566,366025,221445125,4.564348191467836
Apartment,Private room,Private,Sumida Ku,2,98,33,1.59,1,2,620,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,"$3,600.00",3600,33664902,34.559999999999995,3.5426969439358547,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,3.5263605246161616,2,1,0,0,0,0,6.431331081933479,41.36201948544365,266.01284152827196,384400,238328000,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Itabashi Ku,2,88,13,0.63,1,2,620,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,"$8,000.00",8000,33694811,76.8,4.341204640153626,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,2.6390573296152584,2,1,0,0,0,0,6.431331081933479,41.36201948544365,266.01284152827196,384400,238328000,4.477336814478207
Apartment,Entire home/apt,Entire/Apt,Shinjuku Ku,3,94,30,1.46,2,1,614,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,"$5,500.00",5500,33697267,52.8,3.966511190712216,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.4339872044851463,2,2,0,0,0,0,6.421622267806518,41.23723255038852,264.8099308082907,376996,231475544,4.543294782270004
Apartment,Entire home/apt,Entire/Apt,Nakano Ku,3,98,22,1.04,2,1,631,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,"$5,500.00",5500,33698945,52.8,3.966511190712216,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.1354942159291497,2,2,0,0,0,0,6.448889394146858,41.588174417939825,268.19753692578183,398161,251239591,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,89,69,3.35,1,4,616,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"$6,000.00",6000,33721062,57.599999999999994,4.053522567701846,36,1.791759469228055,3.210401995568401,1.791759469228055,4.248495242049359,3,1,0,0,0,0,6.424869023905388,41.27894197433898,265.2117956305184,379456,233744896,4.48863636973214
Apartment,Private room,Private,Kunitachi Shi,4,73,3,0.16,1,4,560,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,"$4,000.00",4000,33721532,38.4,3.648057459593681,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1.3862943611198906,2,1,0,0,0,0,6.329720905522696,40.06536674181106,253.60258945307518,313600,175616000,4.290459441148391
Apartment,Entire home/apt,Entire/Apt,Shinjuku Ku,4,99,20,1.15,1,3,521,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,"$21,565.00",21565,33729391,207.02399999999997,5.332834728573597,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.044522437723423,2,1,0,0,0,0,6.257667587882639,39.15840364043693,245.0402732539877,271441,141420761,4.59511985013459
Apartment,Entire home/apt,Entire/Apt,Sumida Ku,3,95,19,0.92,1,3,621,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,"$4,714.00",4714,33735930,45.2544,3.81229990298773,9,1.0986122886681098,1.206948960812582,1.0986122886681098,2.995732273553991,2,1,0,0,0,0,6.432940092739179,41.38271823677116,266.212547291854,385641,239483061,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Sumida Ku,3,95,12,0.59,1,3,605,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,"$5,714.00",5714,33736719,54.8544,4.004682402282372,9,1.0986122886681098,1.206948960812582,1.0986122886681098,2.5649493574615367,2,1,0,0,0,0,6.406879986069314,41.04811115589553,262.99032183065566,366025,221445125,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Sumida Ku,3,98,12,0.59,1,3,605,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,"$5,000.00",5000,33737134,47.99999999999999,3.8712010109078907,9,1.0986122886681098,1.206948960812582,1.0986122886681098,2.5649493574615367,2,1,0,0,0,0,6.406879986069314,41.04811115589553,262.99032183065566,366025,221445125,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Minato Ku,3,97,25,1.27,1,2,591,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,"$4,571.00",4571,33755850,43.8816,3.781495097823398,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.258096538021482,2,1,0,0,0,0,6.3835066348840055,40.74915695760812,260.12251380482115,349281,206425071,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Katsushika Ku,3,95,11,0.55,2,3,604,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,"$7,762.00",7762,33759362,74.5152,4.311003131420505,9,1.0986122886681098,1.206948960812582,1.0986122886681098,2.4849066497880004,2,2,0,0,0,0,6.405228458030842,41.02695159956816,262.78699793180795,364816,220348864,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,97,18,0.87,1,3,622,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,"$8,550.00",8550,33784181,82.08,4.407694381422459,36,1.791759469228055,3.210401995568401,1.791759469228055,2.9444389791664403,2,1,0,0,0,0,6.434546518787453,41.40338890243973,266.41203192819665,386884,240641848,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Sumida Ku,4,93,38,1.91,1,1,595,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,"$6,018.00",6018,33799411,57.7728,4.056518076681644,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.6635616461296463,2,1,0,0,0,0,6.39024066706535,40.835175783015806,260.94660093538977,354025,210644875,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Chiyoda Ku,5,93,3,0.19,1,1,470,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,"$27,000.00",27000,33801146,259.2,5.557599964478119,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,1.3862943611198906,2,1,0,0,0,0,6.154858094016418,37.88227815747941,233.1600463373435,220900,103823000,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Chiyoda Ku,4,100,9,0.61,3,3,441,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,"$21,000.00",21000,33812078,201.6,5.306285536197214,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.302585092994046,2,3,0,0,0,0,6.091309882077698,37.10405607949742,226.0123034622077,194481,85766121,4.605170185988092
Apartment,Entire home/apt,Entire/Apt,Taito Ku,3,95,0,1.02,3,2,574,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,"$5,800.00",5800,33839053,55.67999999999999,4.019621016026164,9,1.0986122886681098,1.206948960812582,1.0986122886681098,0,1,3,1,1,1,1,6.354370040797351,40.37801861538293,256.57687179634695,329476,189119224,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Kita Ku,2,95,19,0.97,1,1,584,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,"$3,368.00",3368,33839874,32.3328,3.4760821948538707,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,2.995732273553991,2,1,0,0,0,0,6.371611847231857,40.59743753178535,258.6711139447788,341056,199176704,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Kita Ku,4,90,18,0.91,1,2,594,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,"$4,600.00",4600,33840105,44.16,3.78781940196884,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.9444389791664403,2,1,0,0,0,0,6.38856140554563,40.813716832427154,260.7409361725122,352836,209584584,4.499809670330265
Apartment,Entire home/apt,Entire/Apt,Kita Ku,5,92,21,1.1,1,3,570,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,"$3,450.00",3450,33840185,33.12,3.500137329517059,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,3.091042453358316,2,1,0,0,0,0,6.3473892096560105,40.289349778857556,255.7321840503772,324900,185193000,4.5217885770490405
Apartment,Entire home/apt,Entire/Apt,Kita Ku,6,91,21,1.12,1,3,562,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,"$2,875.00",2875,33840290,27.599999999999998,3.317815772723104,36,1.791759469228055,3.210401995568401,1.791759469228055,3.091042453358316,2,1,0,0,0,0,6.333279628139691,40.11043084820922,254.03057456686923,315844,177504328,4.51085950651685
Apartment,Entire home/apt,Entire/Apt,Kita Ku,5,92,31,1.56,1,3,596,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,"$4,436.00",4436,33840447,42.5856,3.751516167961911,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,3.4657359027997265,2,1,0,0,0,0,6.391917113392602,40.856604384481216,261.1520287602767,355216,211708736,4.5217885770490405
Apartment,Entire home/apt,Entire/Apt,Kita Ku,5,88,27,1.33,1,3,609,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,"$2,382.00",2382,33840697,22.867199999999997,3.1297035694068986,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,3.332204510175204,2,1,0,0,0,0,6.413458957167357,41.132455795270204,263.8013170504661,370881,225866529,4.477336814478207
Apartment,Entire home/apt,Entire/Apt,Kita Ku,6,93,24,1.23,1,3,584,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,"$4,354.00",4354,33841075,41.798399999999994,3.732858061286146,36,1.791759469228055,3.210401995568401,1.791759469228055,3.2188758248682006,2,1,0,0,0,0,6.371611847231857,40.59743753178535,258.6711139447788,341056,199176704,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Kita Ku,5,92,41,2.02,1,3,608,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,"$4,107.00",4107,33841351,39.4272,3.674455933448212,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,3.7376696182833684,2,1,0,0,0,0,6.411818267709897,41.11141349813835,263.5989120787387,369664,224755712,4.5217885770490405
Apartment,Entire home/apt,Entire/Apt,Kita Ku,6,90,21,1.04,1,3,607,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,"$4,600.00",4600,33841458,44.16,3.78781940196884,36,1.791759469228055,3.210401995568401,1.791759469228055,3.091042453358316,2,1,0,0,0,0,6.410174881966167,41.090342017389965,263.39627829127215,368449,223648543,4.499809670330265
