f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_airconditioning,d_bathtub,d_bedlinens,d_bodysoap,d_carbonmonoxidealarm,d_coffeemaker,d_conditioner,d_cookingbasics,d_dedicatedworkspace,d_dishesandsilverware,d_dryer,d_elevator,d_essentials,d_ethernetconnection,d_extrapillowsandblankets,d_fireextingr,d_firstaidkit,d_hairdryer,d_hangers,d_heating,d_hotthampoo,d_hotwater,d_iron,d_keypad,d_kitchen,d_ledropoffallowed,d_lockonbedroomdoor,d_lockbox,d_longtermstaysallowed,d_microwave,d_oven,d_paidparkingoffpremises,d_patioorbalcony,d_privateentrance,d_refrigerator,d_roomdarkeningshades,d_shampoo,d_showergel,d_singlelevelhome,d_smartlock,d_smokealarm,d_washer,d_stove_gas_or_elect,d_tv,d_wifi,price,price_day,id,usd_price_day,ln_usd_price_day,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,ln_number_of_reviews,f_number_of_reviews,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month,flag_n_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating
Apartment,Entire home/apt,Entire/Apt,Taito Ku,5,95,56,2.34,1,2,717,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$8,143.00",8143,30695570,78.1728,4.3589217609587845,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,4.04305126783455,3,1,0,0,0,0,6.576469569048224,43.24995199261733,284.4319931422445,514089,368601813,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Taito Ku,4,93,44,2.01,1,2,655,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,"$9,143.00",9143,30695629,87.77279999999999,4.47475165765608,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.8066624897703196,2,1,0,0,0,0,6.486160788944089,42.0702817800358,272.87461206149715,429025,281011375,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,93,58,2.35,1,2,738,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$8,143.00",8143,30695727,78.1728,4.3589217609587845,36,1.791759469228055,3.210401995568401,1.791759469228055,4.07753744390572,3,1,0,0,0,0,6.6052979209482015,43.629960624482635,288.18888820394704,544644,401947272,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Taito Ku,5,92,42,1.77,1,3,712,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,"$7,571.00",7571,30695792,72.68159999999999,4.28608825759496,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,3.7612001156935624,2,1,0,0,0,0,6.569481420414296,43.15808613316864,283.52624499249123,506944,360944128,4.5217885770490405
Apartment,Entire home/apt,Entire/Apt,Taito Ku,5,93,46,1.93,1,2,714,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,"$9,286.00",9286,30695844,89.14559999999999,4.49027098807152,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,3.8501476017100584,2,1,0,0,0,0,6.5722825426940075,43.19489782100041,283.8890728824124,509796,363994344,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,94,42,1.71,1,3,736,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,"$9,071.00",9071,30695888,87.0816,4.466845610106597,36,1.791759469228055,3.210401995568401,1.791759469228055,3.7612001156935624,2,1,0,0,0,0,6.602587892189336,43.594166874085225,287.8343183729165,541696,398688256,4.543294782270004
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,93,59,2.39,1,3,740,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$9,857.00",9857,30695933,94.62719999999999,4.549944961157093,36,1.791759469228055,3.210401995568401,1.791759469228055,4.0943445622221,3,1,0,0,0,0,6.608000625296087,43.66567226391347,288.5427896239142,547600,405224000,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Taito Ku,6,94,58,2.36,1,2,737,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,"$8,643.00",8643,30696067,82.97279999999999,4.418512843244292,36,1.791759469228055,3.210401995568401,1.791759469228055,4.07753744390572,3,1,0,0,0,0,6.6039438246004725,43.61207403847872,288.0116870244301,543169,400315553,4.543294782270004
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,98,87,3.5,1,1,745,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,"$8,000.00",8000,30697642,76.8,4.341204640153626,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.477336814478207,3,1,0,0,0,0,6.61472560020376,43.754594765991,289.4246381251421,555025,413493625,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,95,49,2.07,1,1,709,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,"$15,286.00",15286,30697900,146.7456,4.988700475294483,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,3.912023005428146,2,1,0,0,0,0,6.565264970035361,43.10270412677342,282.9806735173041,502681,356400829,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,97,63,2.54,1,1,743,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,"$11,229.00",11229,30699189,107.79839999999999,4.680262816064192,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.1588830833596715,3,1,0,0,0,0,6.612041034833092,43.71908664631666,289.0723949108692,552049,410172407,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,95,57,2.31,1,1,738,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,"$15,286.00",15286,30699367,146.7456,4.988700475294483,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.060443010546419,3,1,0,0,0,0,6.6052979209482015,43.629960624482635,288.18888820394704,544644,401947272,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,99,40,1.62,1,1,740,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,"$13,571.00",13571,30699688,130.2816,4.869698261573024,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,3.713572066704308,2,1,0,0,0,0,6.608000625296087,43.66567226391347,288.5427896239142,547600,405224000,4.59511985013459
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,3,95,62,2.54,1,2,730,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,"$11,229.00",11229,30699987,107.79839999999999,4.680262816064192,9,1.0986122886681098,1.206948960812582,1.0986122886681098,4.143134726391533,3,1,0,0,0,0,6.594413459749778,43.48628887812904,286.7665686925012,532900,389017000,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,97,63,2.55,1,1,740,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,"$6,800.00",6800,30700075,65.28,4.178685710655851,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.1588830833596715,3,1,0,0,0,0,6.608000625296087,43.66567226391347,288.5427896239142,547600,405224000,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,98,57,2.28,1,1,748,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,"$10,314.00",10314,30700228,99.0144,4.595265294102558,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.060443010546419,3,1,0,0,0,0,6.618738983517219,43.807705731930554,289.9517697063795,559504,418508992,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,95,61,2.45,1,1,747,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,"$12,086.00",12086,30700475,116.02559999999998,4.753810856413157,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.127134385045092,3,1,0,0,0,0,6.617402977974478,43.79002217290549,289.7762231325532,558009,416832723,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,95,21,0.86,1,1,733,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,"$11,229.00",11229,30700618,107.79839999999999,4.680262816064192,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,3.091042453358316,2,1,0,0,0,0,6.598509028614515,43.54032140070727,287.30120387134474,537289,393832837,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,94,29,1.19,1,1,733,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,"$9,200.00",9200,30700774,88.32,4.480966582528785,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,3.4011973816621555,2,1,0,0,0,0,6.598509028614515,43.54032140070727,287.30120387134474,537289,393832837,4.543294782270004
Apartment,Private room,Private,Minato Ku,2,100,3,0.23,1,2,398,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,"$6,471.00",6471,30701859,62.121599999999994,4.1290937545489195,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1.3862943611198906,2,1,0,0,0,0,5.988961416889864,35.86765885299545,214.81002498475786,158404,63044792,4.605170185988092
Apartment,Entire home/apt,Entire/Apt,Minato Ku,4,89,24,1.04,4,4,691,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,"$12,000.00",12000,30719849,115.19999999999999,4.746669748261791,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.2188758248682006,2,3,0,0,0,0,6.539585955617669,42.76618447091187,279.67313934132966,477481,329939371,4.48863636973214
Apartment,Entire home/apt,Entire/Apt,Shinjuku Ku,4,92,34,1.37,2,2,744,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,"$4,000.00",4000,30722029,38.4,3.648057459593681,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.5553480614894135,2,2,0,0,0,0,6.61338421837956,43.73685081991182,289.2485989740259,553536,411830784,4.5217885770490405
Apartment,Entire home/apt,Entire/Apt,Shinagawa Ku,6,97,35,1.52,1,4,690,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$47,794.00",47794,30748786,458.82239999999996,6.128663207079976,36,1.791759469228055,3.210401995568401,1.791759469228055,3.58351893845611,2,1,0,0,0,0,6.53813982376767,42.747272355136744,279.48764374256234,476100,328509000,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,4,98,67,2.71,2,2,742,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,"$9,709.00",9709,30750109,93.20639999999999,4.534816388861798,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,4.219507705176107,3,2,0,0,0,0,6.610696044717759,43.701302195647024,288.8960255737793,550564,408518488,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Shinjuku Ku,3,98,8,0.37,30,3,642,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,"$13,500.00",13500,30750226,129.6,4.864452783918174,9,1.0986122886681098,1.206948960812582,1.0986122886681098,2.1972245773362196,2,3,0,0,0,0,6.466144724237619,41.811027594786,270.356155496979,412164,264609288,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Itabashi Ku,4,99,19,0.78,4,2,732,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,"$6,500.00",6500,30758523,62.39999999999999,4.133565275375382,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.995732273553991,2,3,0,0,0,0,6.597145701886651,43.52233141192152,287.12316161024444,535824,392223168,4.59511985013459
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,2,98,144,5.89,2,1,732,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,"$9,529.00",9529,30777195,91.4784,4.516102878839842,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,4.976733742420574,3,2,0,0,0,0,6.597145701886651,43.52233141192152,287.12316161024444,535824,392223168,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,3,99,45,1.91,2,1,705,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,"$12,141.00",12141,30777980,116.55359999999999,4.758351253035629,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.828641396489095,2,2,0,0,0,0,6.559615237493242,43.02855206395352,282.2507457659808,497025,350402625,4.59511985013459
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,4,98,65,2.65,2,1,735,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,"$9,512.00",9512,30778339,91.31519999999999,4.514317257862271,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,4.189654742026425,3,2,0,0,0,0,6.601230118728877,43.57623908041326,287.65678187855434,540225,397065375,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,4,96,36,1.47,2,1,732,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,"$9,299.00",9299,30778563,89.2704,4.491669965969851,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.6109179126442243,2,2,0,0,0,0,6.597145701886651,43.52233141192152,287.12316161024444,535824,392223168,4.564348191467836
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,4,99,53,2.17,2,1,731,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,"$10,005.00",10005,30778842,96.04799999999999,4.564848066509487,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.9889840465642745,3,2,0,0,0,0,6.595780513961311,43.50432058835174,286.9449500097763,534361,390617891,4.59511985013459
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,3,100,49,2,2,1,734,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,"$9,890.00",9890,30779014,94.94399999999999,4.553287244108411,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.912023005428146,2,2,0,0,0,0,6.5998704992128365,43.5582906063799,287.47907716918627,538756,395446904,4.605170185988092
Apartment,Private room,Private,Toshima Ku,4,94,7,0.29,2,4,717,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,"$10,000.00",10000,30780886,95.99999999999999,4.564348191467836,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.0794415416798357,2,2,0,0,0,0,6.576469569048224,43.24995199261733,284.4319931422445,514089,368601813,4.543294782270004
Apartment,Private room,Private,Toshima Ku,4,94,18,0.81,2,4,667,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"$10,000.00",10000,30781309,95.99999999999999,4.564348191467836,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.9444389791664403,2,2,0,0,0,0,6.504288173536645,42.30576464440867,275.1688846490521,444889,296740963,4.543294782270004
Apartment,Entire home/apt,Entire/Apt,Shinjuku Ku,2,92,13,0.54,1,1,716,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,"$5,994.00",5994,30797061,57.542399999999994,4.052522067368262,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,2.6390573296152584,2,1,0,0,0,0,6.57507584059962,43.231622309636805,284.25119539802046,512656,367061696,4.5217885770490405
Apartment,Entire home/apt,Entire/Apt,Minato Ku,4,96,39,1.59,2,4,737,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,"$11,333.00",11333,30797816,108.79679999999999,4.689481922224602,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.6888794541139363,2,2,0,0,0,0,6.6039438246004725,43.61207403847872,288.0116870244301,543169,400315553,4.564348191467836
Apartment,Private room,Private,Ome Shi,6,99,28,1.35,1,0,623,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,"$10,000.00",10000,30798948,95.99999999999999,4.564348191467836,36,1.791759469228055,3.210401995568401,0,3.367295829986474,2,1,0,0,0,0,6.436150368369428,41.424031564261924,266.6112960116712,388129,241804367,4.59511985013459
Apartment,Private room,Private,Taito Ku,4,98,20,0.88,2,0,679,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,"$26,286.00",26286,30801272,252.3456,5.530799576533607,16,1.3862943611198906,1.9218120556728056,0,3.044522437723423,2,2,0,0,0,0,6.522092798170152,42.53769446794296,277.4347907401331,461041,313046839,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Taito Ku,5,98,63,2.72,7,3,694,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$5,486.00",5486,30804870,52.6656,3.963962490989202,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,4.1588830833596715,3,3,0,0,0,0,6.543911845564792,42.8227822425232,280.2285119768892,481636,334255384,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Setagaya Ku,3,92,41,1.69,1,1,727,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,"$2,970.00",2970,30819891,28.511999999999997,3.3503250512883986,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.7376696182833684,2,1,0,0,0,0,6.590301048196686,43.43206790586234,286.2304026453542,528529,384240583,4.5217885770490405
Apartment,Entire home/apt,Entire/Apt,Taito Ku,4,97,64,2.66,2,2,722,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$6,000.00",6000,30823597,57.599999999999994,4.053522567701846,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,4.174387269895637,3,2,0,0,0,0,6.583409222158765,43.34127698640507,285.3333626124366,521284,376367048,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Taito Ku,4,96,78,3.19,2,3,732,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$6,000.00",6000,30824051,57.599999999999994,4.053522567701846,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,4.3694478524670215,3,2,0,0,0,0,6.597145701886651,43.52233141192152,287.12316161024444,535824,392223168,4.564348191467836
Apartment,Entire home/apt,Entire/Apt,Taito Ku,4,99,48,1.97,2,3,731,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,"$10,000.00",10000,30824321,95.99999999999999,4.564348191467836,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.8918202981106265,2,2,0,0,0,0,6.595780513961311,43.50432058835174,286.9449500097763,534361,390617891,4.59511985013459
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,4,97,43,1.77,1,1,729,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,"$15,286.00",15286,30824549,146.7456,4.988700475294483,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.784189633918261,2,1,0,0,0,0,6.593044534142437,43.468236229185464,286.58801727964345,531441,387420489,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Taito Ku,3,95,53,2.17,7,2,732,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,"$8,000.00",8000,30824794,76.8,4.341204640153626,9,1.0986122886681098,1.206948960812582,1.0986122886681098,3.9889840465642745,3,3,0,0,0,0,6.597145701886651,43.52233141192152,287.12316161024444,535824,392223168,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Chuo Ku,4,95,45,1.83,1,2,738,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,"$20,000.00",20000,30824971,191.99999999999997,5.2574953720277815,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.828641396489095,2,1,0,0,0,0,6.6052979209482015,43.629960624482635,288.18888820394704,544644,401947272,4.553876891600541
Apartment,Entire home/apt,Entire/Apt,Taito Ku,4,100,46,1.88,2,3,735,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,"$12,000.00",12000,30825514,115.19999999999999,4.746669748261791,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.8501476017100584,2,2,0,0,0,0,6.601230118728877,43.57623908041326,287.65678187855434,540225,397065375,4.605170185988092
Apartment,Entire home/apt,Entire/Apt,Kita Ku,4,98,9,0.37,1,4,731,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,"$10,286.00",10286,30825645,98.7456,4.592546845826515,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2.302585092994046,2,1,0,0,0,0,6.595780513961311,43.50432058835174,286.9449500097763,534361,390617891,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Kita Ku,5,98,9,0.39,1,5,689,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,"$10,286.00",10286,30825706,98.7456,4.592546845826515,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,2.302585092994046,2,1,0,0,0,0,6.536691597591305,42.72833704202076,279.3019617216264,474721,327082769,4.584967478670572
Apartment,Entire home/apt,Entire/Apt,Bunkyo Ku,5,97,28,1.22,1,0,688,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,"$16,000.00",16000,30825736,153.6,5.034351820713572,25,1.6094379124341003,2.5902903939802346,0,3.367295829986474,2,1,0,0,0,0,6.535241271013659,42.70937847036022,279.1160928388403,473344,325660672,4.574710978503383
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,4,89,30,1.22,1,2,739,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,"$15,143.00",15143,30827652,145.37279999999998,4.979301477448309,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,3.4339872044851463,2,1,0,0,0,0,6.606650186198215,43.64782668279291,288.3659222810212,546121,403583419,4.48863636973214
Apartment,Entire home/apt,Entire/Apt,Toshima Ku,2,93,3,0.27,7,1,329,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,"$3,000.00",3000,30856141,28.799999999999997,3.3603753871419,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1.3862943611198906,2,3,0,0,0,0,5.799092654460526,33.62947561501802,195.0204450124104,108241,35611289,4.532599493153256
Apartment,Entire home/apt,Entire/Apt,Koto Ku,3,91,94,3.99,1,2,705,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,"$5,000.00",5000,30892718,47.99999999999999,3.8712010109078907,9,1.0986122886681098,1.206948960812582,1.0986122886681098,4.553876891600541,3,1,0,0,0,0,6.559615237493242,43.02855206395352,282.2507457659808,497025,350402625,4.51085950651685
