"mtry","splitrule","min.node.size","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
5,"variance",5,38.7679432872185,0.45972301081541,28.1594531392671,1.71199881481668,0.0243697506094516,0.890780093327425
5,"variance",10,39.371405459968,0.44524101358017,28.794339065635,1.75665671246139,0.0263672786750577,0.962981387835535
5,"variance",15,39.8504612909162,0.432510238982892,29.3203570772798,1.65986033385917,0.0242521367384359,0.92170605593551
7,"variance",5,37.8472410638275,0.467140462305266,27.0146422749724,1.8750824496112,0.0297895220648162,0.992313707683468
7,"variance",10,38.4397234457805,0.45349405013325,27.7203972536186,1.80787261240331,0.0281739567627996,0.97354884652301
7,"variance",15,38.9968531900573,0.4427901694232,28.3850219792657,1.81716546764309,0.0289879423415178,0.989044923094412
9,"variance",5,37.3947007724893,0.47061289865636,26.4692149945625,1.85014823866577,0.0286301163848129,0.977320401025214
9,"variance",10,38.0700825361757,0.455443858921932,27.3063269253592,1.84586117964228,0.0291606477077507,1.01423162150698
9,"variance",15,38.5876813860086,0.444299596358612,27.9166694018106,1.83450558017717,0.0291130567476665,1.00712076173726
